quote,author,book,tags,likes
"“the boy walks another soldier, another one bright heart not yet cooled to hard iron”",Steven Erikson,Gardens of the Moon,,0
"“This is where our bones will rest, humps and ripples in the sand. Then, one day, even those signs will be gone. We’ve reached the shore, where Hood awaits and no one else. A journey of the spirit as much as of the flesh. I welcome the end to both.”",Steven Erikson,Deadhouse Gates,,0
"“„Divoch se ke mně chová shovívavě a nadřazeně! Bohové pod námi!“ Znovu jí nabídl maso. „Jez, Samar Dev, jinak budeš na své pobouření příliš slabá.”  
  ―",Steven Erikson,Toll the Hounds,,0
"“„Kapitáne, na chvilku… vaše oči… úplně svítily. Jako zvířeti.“ Paran se na něj zadíval. „Opravdu?“ „Odpřisáhl bych to s jednou nohou na předkožce mistra Kápě, kapitáne.”",Steven Erikson,The Bonehunters,,0
“peace would settle on his soul.”,Steven Erikson,Forge of Darkness,,0
“such states existed only in comparison”,Steven Erikson,Forge of Darkness,,0
“Ublala Pung grunted a laugh. ‘They’d never find her if it was a manhunt.”,Steven Erikson,Reaper's Gale,,0
“the hot west wind that blew like sand whispering across stone.”,Steven Erikson,Gardens of the Moon,,0
“The wounded will wound.”,Steven Erikson,Forge of Darkness,,0
"“They’d needed each other, and though thereafter they rarely spoke of that night – the only one they had shared – she had once commented, in a private moment, that she’d drunk so much to find the courage to invite him to lie with her.”",Steven Erikson,Forge of Darkness,,0
“only once brushing gazes with the black man leaning against the bar.”,Steven Erikson,Gardens of the Moon,,0
"“Paran flicked his gaze to his weapon, glared back up and around at the warriors, then his eyes returned to Chance. And stayed there.”",Steven Erikson,Gardens of the Moon,,0
"“Sorry stared at the coin, feeling echoes of power slam into her skull like ocean waves.”",Steven Erikson,Gardens of the Moon,,0
"“The girl spoke, a tone of command that rang like iron on stone.”",Steven Erikson,Gardens of the Moon,,0
“world beat upon a soul until bones bent and hearts broke.”,Steven Erikson,Forge of Darkness,,0
“The ground is bare and hard / and will hold all secrets / and the sky cares not / for the games of those beneath it.”,Steven Erikson,Forge of Darkness,,0
"“Do you wander and wonder? Do you start at your own shadow, or awaken to rattling disbelief that this is all you are, prospects bleak, bereft of the proof of your ambition?”",Steven Erikson,Forge of Darkness,,0
"“And, hovering inches from her throat, was the tip of the warrior’s flint sword.”",Steven Erikson,Gardens of the Moon,,0
"“There is something profoundly cynical, my friends, in the notion of paradise after death. The lure is evasion. The promise is excusative. One need not accept responsibility for the world as it is, and by extension, one need do nothing about it.”",Steven Erikson,The Bonehunters,,0
“even if it meant pulling Oponn kicking and screaming on to this plain to face whatever lay ahead.”,Steven Erikson,Gardens of the Moon,,0
"“Well, the world presented its challenges, and without challenges life was worthless and pointless and, most crucially, devoid of interest.”  
  ―",Steven Erikson,Toll the Hounds,,0
"“Everything worth fighting for is gained without fighting. Every struggle is a struggle against doubt. Honour is not a thing to be chased, for it, as with all other forces of life, is in fact impelled, streaking straight for you. The moment of collision is where the truth of you is revealed.”",Steven Erikson,Midnight Tides,,0
"“The Wickans know that the gift of power is never free. They know enough not to envy the chosen among them, for power is never a game, nor a glittering standards raised to glory and wealth. They disguise nothing in trappings, and so we all see what we’d rather not, that power is cruel, hard as iron and bone, and it thrives on destruction.”",Steven Erikson,Deadhouse Gates,,0
"“War is not a natural state. It is an imposition, and a damned unhealthy one. With its rules, we willingly yield our humanity. Speak not of just causes, worthy goals. We are takers of life. Servants of Hood, one and all.”",Steven Erikson,Memories of Ice,,0
"“Kruppe hastens with proper welcome to this grand company to already beloved Scillara of the Knowing Eyes and other assorted accoutrements of charm Kruppe would dearly wish to knowingly eye, if not for the dastardly demands of decorum. Welcome, cries Kruppe, even as he slumps back - oof! - exhausted by his enthusiasm and dimpled with desire.”",Steven Erikson,Toll the Hounds,,0
"“To see a face behind a name, if that name was wreathed in tales of heroism, was a clean kind of curiosity. But the face of a monster invited its own fascination, perhaps in the shock of recognition, since every face could be seen in one; or, more to the point, from that one face, it took little imagination to find one’s own.”",Steven Erikson,Forge of Darkness,,0
"“Old soldiers cannot fit in a peaceful world,’ Urusander said. ‘They feel like ghosts and they hunger for the zeal of life, but the only life they know is one of violence. War is a drug to them, one they cannot do without. And for many others, to see an old soldier is to know of sacrifices they never made, and to feel an obligation they come to resent, and so they would rather not see that old soldier. They would rather forget. For yet others, Serap, an old soldier reminds them of their own losses, and the grief stings anew. It is right that we go away, but more than that, it is right that we embrace silence and solitude. We have devoured horror and now we are as ghosts, because we stand next to death and we cannot leave its side.”",Steven Erikson,Forge of Darkness,soldiers,0
"“Starlight played on its swirling surface two hundred paces away.
Moths fluttered like flecks of snow fleeing the warm wind.
Neither man spoke for a long while.”",Steven Erikson,Memories of Ice,,0
"“That’s a succinct summary of humankind, I’d say. Who needs tomes and volumes of history? Children are dying. The injustices of the world hide in those three words.”",Steven Erikson,Deadhouse Gates,,0
“Love is a dog rolling on a dead fish.”,Steven Erikson,Fall of Light,,0
"“At what point in the history of Letheras, he wondered, did rampant greed become a virtue? The level of self-justification required was staggering in its tautological complexity, and it seemed language itself was its greatest armour against common sense.”",Steven Erikson,Midnight Tides,,0
"“You dream that with memories will come knowledge, and from knowledge, understanding. But for every answer you find, a thousand new questions arise. All that we were has led us to where we are, but tells us little of where we’re going. Memories are a weight you can never shrug off.”",Steven Erikson,Deadhouse Gates,,0
"“Every decision you make can change the world. The best life is the one the gods don't notice. You want to live free, boy, live quietly.
I want to be a soldier. A hero.
You'll grow out of it.”",Steven Erikson,Gardens of the Moon,,0
"“When a poet speaks of truth to another poet, what hope has truth?”",Steven Erikson,Forge of Darkness,,0
"“Vengeance belonged to the young, after all. The time when emotions burned hottest, when life was sharp enough to cut, fierce enough to sear the soul.”",Steven Erikson,House of Chains,,0
"“She wept for the man she had abandoned, fleeing the pain she had seen in his eyes, as his love for her kept him stumbling in her wake, matching each footfall yet unable to come any closer. For that she could not allow. The intricate patterns on a hooded snake held mesmerizing charms, but the bite was no less deadly for that. She was the same. There was nothing in her – nothing that she could see – worth the overwhelming gift of love. Nothing in her worthy of him.”",Steven Erikson,The Bonehunters,,0
"“They cannot see their own impending demise. It is always the way of things, such blindness. No matter how long and perfect the succession of fallen empires and civilizations so clearly writ into the past, the belief remains that one’s own shall live for ever, and is not subject to the indomitable rules of dissolution that bind all of nature.”",Steven Erikson,Midnight Tides,,0
"“Death’s precipice, whether first glimpsed from afar or discovered with the next step, was ever a surprise. A promise of the sudden cessation of questions, yet there were no answers waiting beyond. Cessation would have to be enough. And so it must be for every mortal. Even as we hunger for resolution. Or, even more delusional: redemption.”",Steven Erikson,House of Chains,,0
,Steven Erikson,,,0
"“Dying left no details behind, after all. And most certainly, nothing like absolution awaited the fallen. Absolution comes from the living, not the dead, and, as Hedge well knew, it has to be earned”",Steven Erikson,The Bonehunters,,0
"“Ролята на творците е да присъстват на погребенията. Те носят ковчега, наречен провал, и всяко възхищение, което извисява в почит, се връща към време, което вече е мъртво.”  
  ―",Steven Erikson,Fall of Light,,0
"“The man is a drunk with a drunk’s bloated self-image – Abyss knows, drunks think themselves clever, and measure the prowess of their wit by the genius of their rationalizations. Of course, the first fool they deceive is themselves.”",Steven Erikson,Forge of Darkness,,0
"“From this, Udinaas surmised, various lessons could be drawn, should one be inclined to draw lessons from multiple acts of stupidity.”",Steven Erikson,Midnight Tides,"inspirational, wisdom",0
"“Ако цивилизацията беше градина, то тя бе лошо поддържана и всеки градинар бе скаран с другия. Лични страсти подхранваха отровни растения и водеха до горчива жътва.”",Steven Erikson,Fall of Light,,0
"“Anyone could reason themselves into a corner, and so justify surrender.”",Steven Erikson,Toll the Hounds,,0
"“Ascendancy was but one of the countless mysteries of the world, a world where uncertainty ruled all—god and mortal alike—and its rules were impenetrable.”",Steven Erikson,House of Chains,,0
"“I will walk the path forever walked
One steap ahead of you
And one step behind
I will choke in the dust of your passing
And skirl more into your face
It all tastes the same
Even when you feign otherwise
But here on the path forever walked
The old will lie itself anew
We can sigh like kings
Like empresses on gift-carts
Resplendent in imagined worth.
I will walk the path forever walked
Though my time is short
As if the stars belong
Cupped here in my hands
Showering out these pleasures
That so sparkle in the sun
When down they drift settling flat
To make this path forever walked
Behind you behind me
Between the step past, the step to come
Look up look up once
Before I am gone”",Steven Erikson,Dust of Dreams,,0
"“Unfamiliar faces, gauging regard, every sense heightened in an effort to read the unknown. The natural efforts of society. Do we all possess a wish to remain unseen, unnoticed? Is the witnessing of our actions by others our greatest restraint?”",Steven Erikson,Memories of Ice,,0
"“We are all pushed into a world of madness, yet it must now fall to each of us to pull back from this Abyss, to drag ourselves free of the descending spiral. From horror, grief must be fashioned, and from grief, compassion.”",Steven Erikson,Memories of Ice,,0
"“The fire had eaten her lower body and swollen the rest, cooking it until the skin split and here the gods sat still, as if in shock, in slivers of lurid red and patches of peeled black. Her long hair had been thrown forward, over the top of her head. Parts of it had burned, curling into fragile white nests. The rest was motionless midnight, with hints of reflected blue, like rainbows on oil. She was, mercifully, lying face down. One rupture upon her back was different, larger, and where the others had burst outward this one pushed inward. A sword had done that. The”",Steven Erikson,Forge of Darkness,,0
"“Some gifts are evil. Others are not, but what they are remains to be discovered. Rest”",Steven Erikson,Toll the Hounds,,0
“Death is stillness. And stillness does not belong among the living. A”,Steven Erikson,Forge of Darkness,,0
“The rewards of wealth beyond measure had proved cold; only the hungry desire for that wealth hissed with heat.”,Steven Erikson,Midnight Tides,,0
"“Karsa spoke in a low voice, 'Tovald Nom, listen well. A warrior who followed me, Delum Thord, was struck on the head. His skull cracked and leaked thought-blood. His mind could not walk back up the path. He was left helpless, harmless. I, too, have been struck on the head. My skull is cracked and I have leaked thought-blood ـــــــــــ'
Actually it was drool.”",Steven Erikson,House of Chains,"karsa, malazan-book-of-the-fallen, nom, orlong, tovald",0
"“She drew him round and settled against him, murmered 'If there is to be a conversation, keep it short, please. What I desire is not answered by words.'
Korlat to Whiskeyjack”",Steven Erikson,Memories of Ice,,0
"“Fiddler turned in his seat and met his corporal’s dark eyes. Trouble? Maybe. The exchange was silent, a product of years fighting side by side. Crokus”",Steven Erikson,Deadhouse Gates,,0
"“The critical part of herself could well have sneered at the contrivance, as if the only genuine gestures were the small ones, the ones devoid of an audience. As if true honesty belonged to solitude, since to be witnessed was to perform, and performance was inherently false since it invited expectation.”",Steven Erikson,Midnight Tides,,0
“We served the one who served us.’ He”,Steven Erikson,Toll the Hounds,,0
“What is given away for free comes back wounded.”,Steven Erikson,Forge of Darkness,,0
“Famosity? There must be such a word. I used it!”,Steven Erikson,House of Chains,,0
"“Mockery is just hate’s patina, and every laugh is vicious.”  
  ―",Steven Erikson,Deadhouse Gates,,0
"“Innocence is only a virtue, lass, when it is temporary. You must pass from it to look back and recognize its unsullied purity. To remain innocent is to twist beneath invisible and unfathomable forces all your life, until one day you realize that you no longer recognize yourself, and it comes to you that innocence was a curse that had shackled you, stunted you, defeated your every expression of living.”",Steven Erikson,House of Chains,,0
"“The Tiste Edur studied the bonecaster for a long moment, as the tears ran down his gaunt cheeks. 'I weep, Monok Ochem, because he cannot.'
The bonecaster faced Onrack once more. 'Broken one, there are a lot of things you deserve ... but this mortal is not among them”",Steven Erikson,House of Chains,,0
"“Dear Mother Dark, do you look down upon me, now? Do you see me, your child? Do you smile, to see me so broken? I have, after all, repeated your fatal errors of old. Yielding my heart, succumbing to the foolish dream - Light’s dance, you longed for that embrace, didn’t you?
And were betrayed.
You left us, Mother to eternal silence.
Yet...
Mother Dark, with this unveiling, I feel you close. Was it grief that sent you away, sent you so far from your children? Men, in our deadly, young way - our appalling insensitivity - we cursed you. Added another layer to your pain.
These steps you walked them once.
How can you help but smile?”",Steven Erikson,Memories of Ice,,0
"“Las civilizaciones se aseguraban de que sus héroes estuviesen muertos antes de honrarlos. La virtud era cosa de los muertos, no de los vivos.”",Steven Erikson,Doblan por los mastines,,0
“The dead were gone through Hood’s Gate. The living were left with the pain of their passage.”,Steven Erikson,Deadhouse Gates,,0
"“All betrayal will begin, or end, with words.’ ‘Savage”",Steven Erikson,Forge of Darkness,,0
"“Philosophers and fools might claim that light is without shape, that it finds its existence in painting the shape of other things, as wayward as the opening of an eye. That, in the absence of such things, it slants unseen, indeed, invisible. Without other things to strike upon, it does not cavort, does not bounce, does not paint and reflect. Rather, it flows eternal. If this is so, then light is unique in the universe.
But the universe holds to one law above all others: nothing is unique.
Fools and philosophers have not, alas, seen the light.”",Steven Erikson,Toll the Hounds,,0
"“The man who never smiles
Drags his nets through the deep
And we are gathered
To gape in the drowning air
Beneath the buffeting sound
Of his dreaded voice
Speaking of salvation
In the repast of justice done
And fed well on the laden table
Heaped with noble desires
He tells us all this to hone the edge
Of his eternal mercy
Slicing our bellies open
One by one.
In the Kingdom of Meaning Well”",Steven Erikson,Midnight Tides,,0
"“Mistress to these footprints
Lover to the wake of where
He has just passed,
for the path he wanders
is between us all.
The sweet taste of loss
feeds every mountain stream,
Failing ice down to seas
warm as blood
threading thin our dreams.
For where he leads her
has lost its bones,
And the trail he walks
is flesh without life
and the sea remembers nothing.”",Steven Erikson,Midnight Tides,,0
"“These were the mysteries of men, so baffling to women. Where silences could become a conjoining of paths. Where a handful of inconsequential words could bind spirits in an ineffable understanding. Forces at play that she could sense, indeed witness, yet ever remaining outside them. Baffled and frustrated and half disbelieving.”",Steven Erikson,Midnight Tides,,0
"“Wealth was measured in control over other people, and the grip of that control could never be permitted to loosen. Odd, then, that this rebellion had had nothing to do with such inequities, that in truth it had been little more than a struggle between those who would be in charge.”",Steven Erikson,House of Chains,,0
"“He said there was great pain,' the man muttered. 'I asked How long? He said For
ever. The wound heals around him, you see. She couldn't command, you see. Not for
something like that. He volunteered—' The man's throat closed up, then. He spun
away, bolted through the gangway and out of sight.
'Clanless,' Heboric said from the forecastle. 'As good as useless. Existence without
meaning…'
Gesler kicked one of the severed heads across the deck. Its uneven thumping was
loud in the still air. 'Who still wants to live for ever?"" he growled, then spat.”",Steven Erikson,Deadhouse Gates,,0
“To know too much is to lose the wonder of mystery. In answering every question we forget the value of not knowing.’ ‘There”,Steven Erikson,Forge of Darkness,,0
"“Gesler kicked one of the severed heads across the deck. Its uneven thumping was
loud in the still air. 'Who still wants to live for ever?"" he growled, then spat.”",Steven Erikson,Deadhouse Gates,,0
"“We are all lone souls. It pays to know humility, lest the delusion of control, of mastery, overwhelms.”",Steven Erikson,Deadhouse Gates,,0
"“It’s the last gift. I am done with this world, for I am alone in it. Alone.”",Steven Erikson,Deadhouse Gates,,0
"“If she was a friend, you will miss her company, and that is the true source of your grief—your sorrow is for yourself.”",Steven Erikson,House of Chains,,0
"“He was not too old, and he had a family—people to fight for, to return to, people that mattered in his life. Those were important things. A necessary pressure, fire for the blood. None of which existed in Gamet’s life.”",Steven Erikson,House of Chains,,0
"“Show me a mortal who is not pursued, and I’ll show you a corpse. Every hunter is hunted, every mind that knows itself has stalkers. We drive and are driven. The unknown pursues the ignorant, the truth assails every scholar wise enough to know his own ignorance, for that is the meaning of unknowable truths.”",Steven Erikson,Deadhouse Gates,,0
"“Youth was headlong, even when it felt static, stagnant and stifling. It liked its emotions extreme, doused in fiery spices, enough to burn the throat and set flame to the heart. The future was not consciously rushed into – it was just the place you suddenly ended up in, battered and weary and wondering how in Hood’s name you got there.”  
  ―",Steven Erikson,The Bonehunters,,0
"“We are not born innocent, simply unmeasured.”",Steven Erikson,Midnight Tides,,0
“You can shake your fist all you want but dead is dead.”,Steven Erikson,Gardens of the Moon,,0
"“No purer artist exists or has ever existed than a child freed to imagine. This scattering of sticks in the dust, that any adult might kick through without a moment’s thought, is in truth the bones of a vast world, clothed, fleshed, a fortress, a forest, a great wall against which terrible hordes surge and are thrown back by a handful of grim heroes. A nest for dragons, and these shiny smooth pebbles are their eggs, each one home to a furious, glorious future. No creation was ever raised as fulfilled, as brimming, as joyously triumphant, and all the machinations and manipulations of adults are the ghostly recollections of childhood and its wonders, the awkward mating to cogent function, reasonable purpose; and each façade has a tale to recount, a legend to behold in stylized propriety. Statues in alcoves fix sombre expressions, indifferent to every passer-by. Regimentation rules these creaking, stiff minds so settled in habit and fear. To”",Steven Erikson,Toll the Hounds,,0
"“Udinaas had known many for whom certainty was a god, the only god, no matter the cast of its features. And he had seen the manner in which such belief made the world simple, where all was divisible by the sharp cleaving of cold judgement, after which no mending was possible. He had seen such certainty, yet had never shared it.”",Steven Erikson,Midnight Tides,,0
"“You must dismantle your sources, Toc the Younger, lest you do nothing but ape the prejudices of others.”",Steven Erikson,Memories of Ice,,0
"“Do not seek to find hope among your leaders. They are the repositories of poison. Their interest in you extends only so far as their ability to control you. From you, they seek duty and obedience, and they will ply you with the language of stirring faith. They seek followers, and woe to those who question, or voice challenge.”",Steven Erikson,Midnight Tides,,0
“The harder the world the fiercer the honor”,Steven Erikson,Memories of Ice,,0
"“No life’s path is bloodless. Spill that of those blocking your path. Spill your own. Struggle on, wade the growing torrent with all the frenzy that is the brutal unveiling of self-preservation. The macabre dance in the tugging currents held no artistry, and to pretend otherwise was to sink into delusion.”",Steven Erikson,House of Chains,,0
"“But what did Tattersail teach you? “If things get too hot,” he said, “pull out, Toc. Ride”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Cutter rubbed at his face. He needed a shave. And a bath. And clean, new clothes. And a purpose in life.”",Steven Erikson,The Bonehunters,,0
“No purer artist exists or has ever existed than a child freed to imagine.”,Steven Erikson,Toll the Hounds,,0
"“A ačkoliv nebyla opilá pořád, střízlivost přinášela 
hysterii, a tak se Hellian snažila chodit po vratkém laně neúplné opilosti.”",Steven Erikson,The Bonehunters,,0
"“Boatfinder, tell me, from the frozen time into the flowing time, is there a bridge?’ His smile was wistful, filled with longing. ‘There is.’ ‘But you cannot cross it.’ ‘No.’ ‘Because it’s burning.’ ‘Yes, witch, the bridge burns.”",Steven Erikson,The Bonehunters,,0
"“Don’t get distracted, Ammanas. Laseen remains our target, and the collapse of the Empire she rules but never earned.”",Steven Erikson,Gardens of the Moon,,0
“We were never what people could be.,Steven Erikson,,,0
"“Being illiterate, she has scrawled her name on to a list, assuming her name can",Steven Erikson,,,0
"“Of course there had been no such crimes. And the blood, which they had shed so profusely, had yielded no evidence of its taint, for neither the name of a people nor the hue of their skin, nor indeed the cast of their features, could make life’s blood any less pure, or precious.”",Steven Erikson,The Bonehunters,,0
"“Open to them your hand to the shore, watch them walk into the sea.
Press upon them all they need, see them yearn for all they want.
Gift to them the calm pool of words, watch them drove the sword.
Bless upon them the satiation of peace, see them starve from war.
Grant them darkness and they will lust for light.
Deliver to them death and hear them beg for life.
Beget life and they will murder your kin.
Be as they are and they will see you different.
Show wisdom and you are a fool
The shore gives way to the sea",Steven Erikson,,,0
,Steven Erikson,,,0
"“Stress lay in the cast of the mind, as far as Brys was concerned. Born of perspective and the hue through which one saw the world, and such things were shaped by both nature and nurture.”  
  ―",Steven Erikson,Midnight Tides,,0
"“In the meantime, old lover, let’s drink against the night and remember other nights from long ago, when we had nothing and everything, when we knew it all but didn’t know a fucking thing. Let’s drink, Ivis, to the sunken islands of our youth.”",Steven Erikson,Fall of Light,,0
"“Why not under the moon,” the historian muttered. “Cool night air, stars high overhead with every spirit looking down. Now that would ensure success!” Bult”",Steven Erikson,Deadhouse Gates,,0
"“After all, tyranny has no sense of humour. Too thin-skinned, too thoroughly full of its own self-importance. Accordingly, it presents an almost overwhelming temptation – how can I not be excused the occasional mockery?”",Steven Erikson,Reaper's Gale,,0
"“Black, scorched scars crossed the battlefield as if a god’s claws had swept down to join the slaughter.”",Steven Erikson,Deadhouse Gates,,0
“They came with white hands and left with red hands.”,Steven Erikson,Dust of Dreams,,0
"“I guess so, Paran. Now, if you’ll look in that pack of mine, you’ll find a jug of Worrytown wine. Its vintage is about a week.” The captain rose. “Meaning?” “Meaning it’s running out of time.”",Steven Erikson,Gardens of the Moon,,0
"“Колкото до нас, хората, ние бяхме плъховете в стените и дупките — малкото от нас, които съществувахме.
Но не е ли господството нашето рождено право? Не са ли изваяни в наше подобие образите на идоли и пророци? Не служат ли нам тези идоли? Не предричат ли тези пророци нашето господство над всички други същества?
Сигурно бихте могли да подхвърлите с хитро намигване, че ръцете, изваяли тези идоли, са нашите собствени; и че онези благословени пророци, така дръзки в твърденията си за праведна слава, всеки от тях е изникнал от простата човешка гмеж. Бихте могли да отбележите, прочие, че пламенните ни уверения не са нищо друго освен нагло, самообслужващо празнословие.
А направите ли това, е, тогава не сте наш приятел. И за вас имаме ето тази кама, тази клада, този железен език на изтезанието. Оттеглете твърденията си за незначителната ни същност, за противната ни баналност на непосветени.
Като вид, нас ни дразнят възгледите за досадна лишеност от предопределение и ще държим на своето убийствено негодувание, докато ние, човешките същества, не рухнем на пепел и прах.”",Steven Erikson,The Crippled God,wisdom,0
"“Things should make sense. From one end to the other, no matter from which direction one elected to begin the journey, everything should fit. Fitting neatly was the gift of order, proof of control, and from control, mastery. He would not accept an unknowable world. Mysteries needed hunting down. Like”",Steven Erikson,Forge of Darkness,,0
,Steven Erikson,,,0
"“Forest soon replaced the exposed bedrock, slowly shifting from coniferous to deciduous, the hills giving way to flatter ground. The trees then thinned, and suddenly, beyond a line of tangled deadfall, plains stretched before them, and the rain was gone. Onrack raised a hand. ‘We shall halt here.”",Steven Erikson,House of Chains,,0
"“Strings for when I’m lying, Fiddler for when I’m telling the truth.”",Steven Erikson,The Bonehunters,,0
"“She is perhaps wiser than we think,’ Prazek observed after making a scene of swallowing. ‘This sausage mocks the pretence. But,’ he added, spearing another piece, ‘I am assured that it lodges in the pit of the belly, and remains silent, if not unobtrusive, until the moment of its rebirth into the world.”",Steven Erikson,Fall of Light,,0
"“Then the Jaghut said, ‘Hanako, I am named Raest.’ ‘Then welcome, Raest, to our fire.’ ‘Voice a single jibe, Hanako, and I might have to chop off your head. Just so you understand how this night will play.”",Steven Erikson,Fall of Light,,0
"“We are the Hust Legion!’ ‘Indeed,’ said Dathenar. ‘And as it stands, lieutenant, we are also, to not put too fine a point on it, royally fucked.”",Steven Erikson,Fall of Light,,0
"“In his blessing of the woman he loves with the power of Elemental Dark, Draconus imposed an impossible imbalance upon Creation. The world, First Son – any world – can hold only its necessary forces, and these in delicate balance. The Azathanai you have named T’riss had no choice, although in the boldness of her act she displayed nothing of the subtlety of our kind. It may be that the Vitr has damaged her in some way.”",Steven Erikson,Fall of Light,,0
"“In such a world,’ murmured Yalad, ‘I see the powers of healing withheld from those deemed undeserving.”",Steven Erikson,Fall of Light,,0
"“Gothos walked into the heart of his city, to where the Jaghut who ruled collectively were all gathered. Among them, to be sure, there were great minds, and many who still held to the ideal of civilization. But then Gothos ascended the central speaker’s dais. He began his oration, and when, at last, he was done, he was met with silence. On that day, the Jaghut civilization ended. And in the days that followed, Gothos was named the Lord of Hate.”",Steven Erikson,Fall of Light,,0
"“know that! Is it me who’s been chewing dead meat all afternoon? Am I the one worked into a black rage? I had a son. He died. I had a husband. He is dead, too. And I have a brother, who thinks he knows me, but all he knows is a sister he has invented – go to her again, Rint. She’s easy to find. Bound to the chains inside your head.’ She lifted a hand as if to strike him and he steeled himself against the blow, but it never came, and moments later she was walking back to the fire.”",Steven Erikson,Forge of Darkness,,0
"“Tonight we will drink ourselves into wild joy, until the fire has dimmed and the stars flee the dawn, whereupon we will all grow maudlin and each swear everlasting fealty to one another, before passing out.”",Steven Erikson,Forge of Darkness,,0
"“Knowledge was no blessing; awareness was a disease that stained the entire spirit.”  
  ―",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Urko, Crust, Nok, all of them. Quick to fanaticism, willing to do anything and everything to advance the Empire.’ ‘The Empire, or Surly?’ asked Karsa Orlong. ‘Does it not seem just as likely that they were simply using Kellanved?’ ‘A fair suspicion, except that only Nok remained once Laseen became Empress. The others each…drowned.’ ‘Drowned?’ ‘Officially. That cause of death quickly became euphemistic. Put it this way. They disappeared.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“Plan on living for ever, Kallor?’ ‘Yes, I do.’ ‘What if your stupidity gets you killed?’ Kallor’s grin was feral. ‘It hasn’t yet.’ Skintick glanced back again, eyes bright, and all at once he laughed. ‘I am changing my mind about you.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“There is, as a legion of morose poets well know, nothing inconsequential about love. Nor all those peculiarities of related appetites often confused for love, for example lust, possession, amorous worship, appalling notions of abject surrender where one’s own will is bled out in sacrifice, obsessions of the fetishistic sort that might include earlobes or toenails or regurgitated foodstuffs, and indeed that adolescent competitiveness which in adults – adults who should of course know better but don’t – is manifested as insane jealousy.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“He would look upon my house and pronounce it adequate. Adequate! Oh, how I hated that word! My sweat, my blood, and he called them adequate! And then he would walk inside and close the door, and I would place the last stone, and the house would vanish! I don’t think I like Gothos.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“And this, she now realized, was the reason why the gods did nothing. Proof of their omniscience. After all, to act was to announce awful limitations, for it revealed that chance acted first, the accidents were just that – events beyond the will of the gods – and all they could do in answer was to attempt to remedy the consequences, to alter natural ends. To act, then, was an admission of fallibility.”",Steven Erikson,Dust of Dreams,,0
"“Dopo qualche istante, il capitano aveva sospirato. «Senti il bisogno di dare una risposta a questa tragedia, storico?» aveva chiesto. «Tutti quei volumi che hai letto sul pensiero di altri uomini e altre donne. Su altri tempi. Come risponde un uomo alla domanda su ciò che quelli della sua razza sono capaci di fare? Ognuno di noi, soldato o civile, arriva a un punto in cui ciò che ha visto lo cambia dentro? Irrimediabilmente e indefinitamente? E allora che cosa diventiamo? Meno umani o più umani? Abbastanza umani o troppo umani?»
Duiker era rimasto in silenzio per un lungo minuto, gli occhi sul terriccio che circondava il masso su cui sedeva. Infine si era schiarito la gola. «Ognuno di noi ha la propria soglia, amico. Soldati o civili, non possiamo fare altro che prendere ciò che riusciamo prima di lanciarci... in qualcosa di nuovo. Come se il mondo intorno a noi fosse cambiato, mentre è cambiato solo il nostro modo di guardarlo. Un cambiamento di prospettiva, ma non una questione di capacità intellettuale: vediamo ma non proviamo emozioni, oppure piangiamo ma osserviamo la nostra sofferenza come se fossimo al di fuori di noi. Non è possibile dare una risposta, Lull. Più umano o meno umano... sta a te decidere.»”",Steven Erikson,La Dimora Fantasma: Una storia tratta dal Libro Malazan dei Caduti,,0
"“You could have just told him the truth. That Mael wanted him and wanted him badly. That we had to reach in and drag him out – he would have been far more thankful with all that.’ ‘Gratitude is a useless luxury in this instance, Shadowthrone. No distractions, remember? Nothing and no one to turn Traveller from his fated destiny. Leave Mael for another time.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“It’s all right, Beak, to die alongside your comrades. It’s all right. Do you understand me?’ ‘Yes sir, I do. It is all right, because they’re my friends.’ ‘That’s right, Beak.’ And that’s why no-one needs to worry, Captain.”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“There is, as a legion of morose poets well know, nothing inconsequential about love. Nor all those peculiarities of related appetites often confused for love, for example lust, possession, amorous worship, appalling notions of abject surrender where one’s own will is bled out in sacrifice, obsessions of the fetishistic sort that might include earlobes or toenails or regurgitated foodstuffs, and indeed that adolescent competitiveness which in adults—adults who should of course know better but don’t—is manifested as insane jealousy.”",Steven Erikson,Toll the Hounds,,0
"“The historian sighed, glancing up at the mage. ""Can you not repair it? What was
your warren again, Kulp?""
""Boat repair,"" the man answered.”",Steven Erikson,Deadhouse Gates,,0
"“If dreams of flying are the last hope of freedom
I will pray for wings with my last breath.”",Steven Erikson,The Crippled God,,0
"“Join us, friend,” said Kruppe. “Sit here by this fire: this scene paints the history of our kind, as you well know. A night, a hearth, and a tale to spin…”",Steven Erikson,The Complete Malazan Book of the Fallen,,0
"“When we speak of ancient times, Rud Elalle, we find in our words things far nearer to hand, and all those emotions we imagined new, blazing with our own youth, we find to be ancient beyond imagining. -- Silchas Ruin”",Steven Erikson,Dust of Dreams,youth,0
